Egg,EggNb,Chick,nest,LayingDate,HatchingDate,Growth,BLUP,latitude,longitude,FID_m,Repetition,Zone,SD_m,Date,Year,height_m,Count_Larcan_nests_Hannah,Count_Larcan_nests,Distance_coast
53.7,2,,15_24,,,,,58.7665116,23.4307349,16,2,Leg,54,05/05/2024,2024,0.44,3,2,16.21
53.7,2,,15_24,,,,,58.7665116,23.4307349,14,3,Leg,45,06/05/2024,2024,0.44,3,2,16.21
53.7,2,,15_24,,,,,58.7665116,23.4307349,23,4,Leg,58,07/05/2024,2024,0.44,3,2,16.21
53.7,2,,15_24,,,,,58.7665116,23.4307349,37,5,Leg,49,08/05/2024,2024,0.44,3,2,16.21
52.5,3,37.3,15_24,09/05/2024,02/06/2024 12:34,-0.9,3.4300235,58.7665116,23.4307349,18,1,Leg,53,04/05/2024,2024,0.44,3,2,16.21
52.5,3,,15_24,,,,,58.7665116,23.4307349,16,2,Leg,54,05/05/2024,2024,0.44,3,2,16.21
52.5,3,,15_24,,,,,58.7665116,23.4307349,14,3,Leg,45,06/05/2024,2024,0.44,3,2,16.21
52.5,3,,15_24,,,,,58.7665116,23.4307349,23,4,Leg,58,07/05/2024,2024,0.44,3,2,16.21
52.5,3,,15_24,,,,,58.7665116,23.4307349,37,5,Leg,49,08/05/2024,2024,0.44,3,2,16.21
60.5,1,40.4,16_24,04/05/2024,31/05/2024 10:53,5.8,6.2230837,58.7665897,23.4307761,30,1,Leg,48,05/05/2024,2024,0.55,6,6,12.82
60.5,1,,16_24,,,,,58.7665897,23.4307761,19,2,Leg,44,06/05/2024,2024,0.55,6,6,12.82
60.5,1,,16_24,,,,,58.7665897,23.4307761,19,3,Leg,52,07/05/2024,2024,0.55,6,6,12.82
60.5,1,,16_24,,,,,58.7665897,23.4307761,34,4,Leg,62,08/05/2024,2024,0.55,6,6,12.82
60.5,1,,16_24,,,,,58.7665897,23.4307761,27,5,Leg,53,09/05/2024,2024,0.55,6,6,12.82
59,2,39.8,16_24,06/05/2024,01/06/2024 11:36,8.8,6.2230837,58.7665897,23.4307761,30,1,Leg,48,05/05/2024,2024,0.55,6,6,12.82
59,2,,16_24,,,,,58.7665897,23.4307761,19,2,Leg,44,06/05/2024,2024,0.55,6,6,12.82
59,2,,16_24,,,,,58.7665897,23.4307761,19,3,Leg,52,07/05/2024,2024,0.55,6,6,12.82
59,2,,16_24,,,,,58.7665897,23.4307761,34,4,Leg,62,08/05/2024,2024,0.55,6,6,12.82
59,2,,16_24,,,,,58.7665897,23.4307761,27,5,Leg,53,09/05/2024,2024,0.55,6,6,12.82
56.4,3,,16_24,07/05/2024,,,6.2230837,58.7665897,23.4307761,30,1,Leg,48,05/05/2024,2024,0.55,6,6,12.82
56.4,3,,16_24,,,,,58.7665897,23.4307761,19,2,Leg,44,06/05/2024,2024,0.55,6,6,12.82
56.4,3,,16_24,,,,,58.7665897,23.4307761,19,3,Leg,52,07/05/2024,2024,0.55,6,6,12.82
56.4,3,,16_24,,,,,58.7665897,23.4307761,34,4,Leg,62,08/05/2024,2024,0.55,6,6,12.82
56.4,3,,16_24,,,,,58.7665897,23.4307761,27,5,Leg,53,09/05/2024,2024,0.55,6,6,12.82
53,1,36.8,17_24,04/05/2024,01/06/2024 10:51,12.6,0.6820962,58.7671958,23.4292152,25,1,Head,48,05/05/2024,2024,0.64,9,4,22.65
53,1,,17_24,,,,,58.7671958,23.4292152,19,2,Head,50,06/05/2024,2024,0.64,9,4,22.65
53,1,,17_24,,,,,58.7671958,23.4292152,14,3,Head,44,07/05/2024,2024,0.64,9,4,22.65
53,1,,17_24,,,,,58.7671958,23.4292152,7,4,Head,59,08/05/2024,2024,0.64,9,4,22.65
53,1,,17_24,,,,,58.7671958,23.4292152,29,5,Head,66,09/05/2024,2024,0.64,9,4,22.65
52.2,2,,17_24,06/05/2024,,,0.6820962,58.7671958,23.4292152,25,1,Head,48,05/05/2024,2024,0.64,9,4,22.65
52.2,2,,17_24,,,,,58.7671958,23.4292152,19,2,Head,50,06/05/2024,2024,0.64,9,4,22.65
52.2,2,,17_24,,,,,58.7671958,23.4292152,14,3,Head,44,07/05/2024,2024,0.64,9,4,22.65
52.2,2,,17_24,,,,,58.7671958,23.4292152,7,4,Head,59,08/05/2024,2024,0.64,9,4,22.65
52.2,2,,17_24,,,,,58.7671958,23.4292152,29,5,Head,66,09/05/2024,2024,0.64,9,4,22.65
50.1,3,36.5,17_24,08/05/2024,02/06/2024 12:57,9.3,0.6820962,58.7671958,23.4292152,25,1,Head,48,05/05/2024,2024,0.64,9,4,22.65
50.1,3,,17_24,,,,,58.7671958,23.4292152,19,2,Head,50,06/05/2024,2024,0.64,9,4,22.65
50.1,3,,17_24,,,,,58.7671958,23.4292152,14,3,Head,44,07/05/2024,2024,0.64,9,4,22.65
50.1,3,,17_24,,,,,58.7671958,23.4292152,7,4,Head,59,08/05/2024,2024,0.64,9,4,22.65
50.1,3,,17_24,,,,,58.7671958,23.4292152,29,5,Head,66,09/05/2024,2024,0.64,9,4,22.65
56.3,1,40.1,18_24,04/05/2024,31/05/2024 11:01,2.3,15.36167,58.7669,23.4292167,19,1,Head,60,05/05/2024,2024,0.58,4,3,46.76
56.3,1,,18_24,,,,,58.7669,23.4292167,41,2,Head,55,06/05/2024,2024,0.58,4,3,46.76
56.3,1,,18_24,,,,,58.7669,23.4292167,41,3,Head,60,07/05/2024,2024,0.58,4,3,46.76
56.3,1,,18_24,,,,,58.7669,23.4292167,55,4,Head,62,08/05/2024,2024,0.58,4,3,46.76
56.3,1,,18_24,,,,,58.7669,23.4292167,44,5,Head,47,09/05/2024,2024,0.58,4,3,46.76
56.8,2,41.1,18_24,05/05/2024,31/05/2024 11:03,7.2,15.36167,58.7669,23.4292167,19,1,Head,60,05/05/2024,2024,0.58,4,3,46.76
56.8,2,,18_24,,,,,58.7669,23.4292167,41,2,Head,55,06/05/2024,2024,0.58,4,3,46.76
56.8,2,,18_24,,,,,58.7669,23.4292167,41,3,Head,60,07/05/2024,2024,0.58,4,3,46.76
56.8,2,,18_24,,,,,58.7669,23.4292167,55,4,Head,62,08/05/2024,2024,0.58,4,3,46.76
56.8,2,,18_24,,,,,58.7669,23.4292167,44,5,Head,47,09/05/2024,2024,0.58,4,3,46.76
54.6,3,39.3,18_24,07/05/2024,01/06/2024 11:11,3.1,15.36167,58.7669,23.4292167,19,1,Head,60,05/05/2024,2024,0.58,4,3,46.76
54.6,3,,18_24,,,,,58.7669,23.4292167,41,2,Head,55,06/05/2024,2024,0.58,4,3,46.76
54.6,3,,18_24,,,,,58.7669,23.4292167,41,3,Head,60,07/05/2024,2024,0.58,4,3,46.76
54.6,3,,18_24,,,,,58.7669,23.4292167,55,4,Head,62,08/05/2024,2024,0.58,4,3,46.76
54.6,3,,18_24,,,,,58.7669,23.4292167,44,5,Head,47,09/05/2024,2024,0.58,4,3,46.76
63.8,1,45.9,19_24,05/05/2024,02/06/2024 12:13,2.2,-4.5286968,58.7667533,23.4309333,5,1,Leg,39,06/05/2024,2024,0.52,7,5,10.79
63.8,1,,19_24,,,,,58.7667533,23.4309333,9,2,Leg,45,07/05/2024,2024,0.52,7,5,10.79
63.8,1,,19_24,,,,,58.7667533,23.4309333,11,3,Leg,40,08/05/2024,2024,0.52,7,5,10.79
63.8,1,,19_24,,,,,58.7667533,23.4309333,16,4,Leg,41,09/05/2024,2024,0.52,7,5,10.79
63.8,1,,19_24,,,,,58.7667533,23.4309333,8,5,Leg,68,11/05/2024,2024,0.52,7,5,10.79
63.3,2,44.4,19_24,07/05/2024,02/06/2024 12:12,7,-4.5286968,58.7667533,23.4309333,5,1,Leg,39,06/05/2024,2024,0.52,7,5,10.79
63.3,2,,19_24,,,,,58.7667533,23.4309333,9,2,Leg,45,07/05/2024,2024,0.52,7,5,10.79
63.3,2,,19_24,,,,,58.7667533,23.4309333,11,3,Leg,40,08/05/2024,2024,0.52,7,5,10.79
63.3,2,,19_24,,,,,58.7667533,23.4309333,16,4,Leg,41,09/05/2024,2024,0.52,7,5,10.79
63.3,2,,19_24,,,,,58.7667533,23.4309333,8,5,Leg,68,11/05/2024,2024,0.52,7,5,10.79
56.7,3,40.9,19_24,09/05/2024,02/06/2024 12:14,1.3,-4.5286968,58.7667533,23.4309333,5,1,Leg,39,06/05/2024,2024,0.52,7,5,10.79
56.7,3,,19_24,,,,,58.7667533,23.4309333,9,2,Leg,45,07/05/2024,2024,0.52,7,5,10.79
56.7,3,,19_24,,,,,58.7667533,23.4309333,11,3,Leg,40,08/05/2024,2024,0.52,7,5,10.79
56.7,3,,19_24,,,,,58.7667533,23.4309333,16,4,Leg,41,09/05/2024,2024,0.52,7,5,10.79
56.7,3,,19_24,,,,,58.7667533,23.4309333,8,5,Leg,68,11/05/2024,2024,0.52,7,5,10.79
51.5,1,39.4,20_24,05/05/2024,02/06/2024 12:04,9.8,-4.6745297,58.7667867,23.431752,12,1,Middle,39,06/05/2024,2024,0.75,4,5,13.02
51.5,1,,20_24,,,,,58.7667867,23.431752,16,2,Middle,46,07/05/2024,2024,0.75,4,5,13.02
51.5,1,,20_24,,,,,58.7667867,23.431752,11,3,Middle,58,08/05/2024,2024,0.75,4,5,13.02
51.5,1,,20_24,,,,,58.7667867,23.431752,9,4,Middle,63,09/05/2024,2024,0.75,4,5,13.02
51.5,1,,20_24,,,,,58.7667867,23.431752,8,5,Middle,50,11/05/2024,2024,0.75,4,5,13.02
52.4,2,39.9,20_24,06/05/2024,02/06/2024 12:05,10.9,-4.6745297,58.7667867,23.431752,12,1,Middle,39,06/05/2024,2024,0.75,4,5,13.02
52.4,2,,20_24,,,,,58.7667867,23.431752,16,2,Middle,46,07/05/2024,2024,0.75,4,5,13.02
52.4,2,,20_24,,,,,58.7667867,23.431752,11,3,Middle,58,08/05/2024,2024,0.75,4,5,13.02
52.4,2,,20_24,,,,,58.7667867,23.431752,9,4,Middle,63,09/05/2024,2024,0.75,4,5,13.02
52.4,2,,20_24,,,,,58.7667867,23.431752,8,5,Middle,50,11/05/2024,2024,0.75,4,5,13.02
51.1,3,39.4,20_24,08/05/2024,02/06/2024 12:06,4.8,-4.6745297,58.7667867,23.431752,12,1,Middle,39,06/05/2024,2024,0.75,4,5,13.02
51.1,3,,20_24,,,,,58.7667867,23.431752,16,2,Middle,46,07/05/2024,2024,0.75,4,5,13.02
51.1,3,,20_24,,,,,58.7667867,23.431752,11,3,Middle,58,08/05/2024,2024,0.75,4,5,13.02
51.1,3,,20_24,,,,,58.7667867,23.431752,9,4,Middle,63,09/05/2024,2024,0.75,4,5,13.02
51.1,3,,20_24,,,,,58.7667867,23.431752,8,5,Middle,50,11/05/2024,2024,0.75,4,5,13.02
64.9,1,48.3,21_24,05/05/2024,02/06/2024 11:52,12.1,-5.2540803,58.766678,23.4320275,17,1,Middle,43,06/05/2024,2024,0.67,4,4,14.94
64.9,1,,21_24,,,,,58.766678,23.4320275,10,2,Middle,56,07/05/2024,2024,0.67,4,4,14.94
64.9,1,,21_24,,,,,58.766678,23.4320275,5,3,Middle,64,08/05/2024,2024,0.67,4,4,14.94
64.9,1,,21_24,,,,,58.766678,23.4320275,20,4,Middle,56,09/05/2024,2024,0.67,4,4,14.94
64.9,1,,21_24,,,,,58.766678,23.4320275,7,5,Middle,57,11/05/2024,2024,0.67,4,4,14.94
65.6,2,49,21_24,06/05/2024,02/06/2024 11:53,10,-5.2540803,58.766678,23.4320275,17,1,Middle,43,06/05/2024,2024,0.67,4,4,14.94
65.6,2,,21_24,,,,,58.766678,23.4320275,10,2,Middle,56,07/05/2024,2024,0.67,4,4,14.94
65.6,2,,21_24,,,,,58.766678,23.4320275,5,3,Middle,64,08/05/2024,2024,0.67,4,4,14.94
65.6,2,,21_24,,,,,58.766678,23.4320275,20,4,Middle,56,09/05/2024,2024,0.67,4,4,14.94
65.6,2,,21_24,,,,,58.766678,23.4320275,7,5,Middle,57,11/05/2024,2024,0.67,4,4,14.94
59.2,3,48.3,21_24,08/05/2024,03/06/2024 11:12,6.5,-5.2540803,58.766678,23.4320275,17,1,Middle,43,06/05/2024,2024,0.67,4,4,14.94
59.2,3,,21_24,,,,,58.766678,23.4320275,10,2,Middle,56,07/05/2024,2024,0.67,4,4,14.94
59.2,3,,21_24,,,,,58.766678,23.4320275,5,3,Middle,64,08/05/2024,2024,0.67,4,4,14.94
59.2,3,,21_24,,,,,58.766678,23.4320275,20,4,Middle,56,09/05/2024,2024,0.67,4,4,14.94
59.2,3,,21_24,,,,,58.766678,23.4320275,7,5,Middle,57,11/05/2024,2024,0.67,4,4,14.94
63.7,1,46.3,22_24,05/05/2024,02/06/2024 11:45,2.2,-5.7379458,58.7665727,23.4323729,15,1,Middle,60,06/05/2024,2024,0.8,11,4,16.18
63.7,1,,22_24,,,,,58.7665727,23.4323729,14,2,Middle,71,07/05/2024,2024,0.8,11,4,16.18
63.7,1,,22_24,,,,,58.7665727,23.4323729,7,3,Middle,60,08/05/2024,2024,0.8,11,4,16.18
63.7,1,,22_24,,,,,58.7665727,23.4323729,13,4,Middle,55,09/05/2024,2024,0.8,11,4,16.18
63.7,1,,22_24,,,,,58.7665727,23.4323729,14,5,Middle,51,11/05/2024,2024,0.8,11,4,16.18
60.8,2,44.2,22_24,06/05/2024,02/06/2024 11:46,1.7,-5.7379458,58.7665727,23.4323729,15,1,Middle,60,06/05/2024,2024,0.8,11,4,16.18
60.8,2,,22_24,,,,,58.7665727,23.4323729,14,2,Middle,71,07/05/2024,2024,0.8,11,4,16.18
60.8,2,,22_24,,,,,58.7665727,23.4323729,7,3,Middle,60,08/05/2024,2024,0.8,11,4,16.18
60.8,2,,22_24,,,,,58.7665727,23.4323729,13,4,Middle,55,09/05/2024,2024,0.8,11,4,16.18
60.8,2,,22_24,,,,,58.7665727,23.4323729,14,5,Middle,51,11/05/2024,2024,0.8,11,4,16.18
54.7,3,39.1,22_24,08/05/2024,03/06/2024 11:06,,-5.7379458,58.7665727,23.4323729,15,1,Middle,60,06/05/2024,2024,0.8,11,4,16.18
54.7,3,,22_24,,,,,58.7665727,23.4323729,14,2,Middle,71,07/05/2024,2024,0.8,11,4,16.18
54.7,3,,22_24,,,,,58.7665727,23.4323729,7,3,Middle,60,08/05/2024,2024,0.8,11,4,16.18
54.7,3,,22_24,,,,,58.7665727,23.4323729,13,4,Middle,55,09/05/2024,2024,0.8,11,4,16.18
54.7,3,,22_24,,,,,58.7665727,23.4323729,14,5,Middle,51,11/05/2024,2024,0.8,11,4,16.18
54.1,1,39.4,23_24,05/05/2024,02/06/2024 17:50,4.2,-7.1285159,58.7662849,23.4353383,17,1,Middle,70,06/05/2024,2024,0.52,6,5,26.48
54.1,1,,23_24,,,,,58.7662849,23.4353383,15,2,Middle,48,07/05/2024,2024,0.52,6,5,26.48
54.1,1,,23_24,,,,,58.7662849,23.4353383,0,3,Middle,55,08/05/2024,2024,0.52,6,5,26.48
54.1,1,,23_24,,,,,58.7662849,23.4353383,9,4,Middle,59,09/05/2024,2024,0.52,6,5,26.48
54.1,1,,23_24,,,,,58.7662849,23.4353383,8,5,Middle,52,11/05/2024,2024,0.52,6,5,26.48
56.1,2,42.7,23_24,07/05/2024,02/06/2024 17:49,0.9,-7.1285159,58.7662849,23.4353383,17,1,Middle,70,06/05/2024,2024,0.52,6,5,26.48
56.1,2,,23_24,,,,,58.7662849,23.4353383,15,2,Middle,48,07/05/2024,2024,0.52,6,5,26.48
56.1,2,,23_24,,,,,58.7662849,23.4353383,0,3,Middle,55,08/05/2024,2024,0.52,6,5,26.48
56.1,2,,23_24,,,,,58.7662849,23.4353383,9,4,Middle,59,09/05/2024,2024,0.52,6,5,26.48
56.1,2,,23_24,,,,,58.7662849,23.4353383,8,5,Middle,52,11/05/2024,2024,0.52,6,5,26.48
54.9,3,39.8,23_24,09/05/2024,03/06/2024 10:18,6.4,-7.1285159,58.7662849,23.4353383,17,1,Middle,70,06/05/2024,2024,0.52,6,5,26.48
54.9,3,,23_24,,,,,58.7662849,23.4353383,15,2,Middle,48,07/05/2024,2024,0.52,6,5,26.48
54.9,3,,23_24,,,,,58.7662849,23.4353383,0,3,Middle,55,08/05/2024,2024,0.52,6,5,26.48
54.9,3,,23_24,,,,,58.7662849,23.4353383,9,4,Middle,59,09/05/2024,2024,0.52,6,5,26.48
54.9,3,,23_24,,,,,58.7662849,23.4353383,8,5,Middle,52,11/05/2024,2024,0.52,6,5,26.48
55.4,1,,24_24,05/05/2024,,,-2.1853315,58.7657907,23.435692,7,1,North,29,07/05/2024,2024,0.79,6,4,36.69
55.4,1,,24_24,,,,,58.7657907,23.435692,8,2,North,28,08/05/2024,2024,0.79,6,4,36.69
55.4,1,,24_24,,,,,58.7657907,23.435692,8,3,North,30,09/05/2024,2024,0.79,6,4,36.69
55.4,1,,24_24,,,,,58.7657907,23.435692,8,4,North,24,11/05/2024,2024,0.79,6,4,36.69
55.4,1,,24_24,,,,,58.7657907,23.435692,4,5,North,29,12/05/2024,2024,0.79,6,4,36.69
48.9,2,,24_24,08/05/2024,,,-2.1853315,58.7657907,23.435692,7,1,North,29,07/05/2024,2024,0.79,6,4,36.69
48.9,2,,24_24,,,,,58.7657907,23.435692,8,2,North,28,08/05/2024,2024,0.79,6,4,36.69
48.9,2,,24_24,,,,,58.7657907,23.435692,8,3,North,30,09/05/2024,2024,0.79,6,4,36.69
48.9,2,,24_24,,,,,58.7657907,23.435692,8,4,North,24,11/05/2024,2024,0.79,6,4,36.69
48.9,2,,24_24,,,,,58.7657907,23.435692,4,5,North,29,12/05/2024,2024,0.79,6,4,36.69
58.3,1,44.1,25_24,06/05/2024,01/06/2024 12:19,-1,1.3855352,58.7660031,23.4352876,1,1,North,27,07/05/2024,2024,0.37,3,3,48.58
58.3,1,,25_24,,,,,58.7660031,23.4352876,19,2,North,23,08/05/2024,2024,0.37,3,3,48.58
58.3,1,,25_24,,,,,58.7660031,23.4352876,22,3,North,25,09/05/2024,2024,0.37,3,3,48.58
58.3,1,,25_24,,,,,58.7660031,23.4352876,8,4,North,24,11/05/2024,2024,0.37,3,3,48.58
58.3,1,,25_24,,,,,58.7660031,23.4352876,9,5,North,40,12/05/2024,2024,0.37,3,3,48.58
60.1,2,43.6,25_24,07/05/2024,02/06/2024 10:37,10,1.3855352,58.7660031,23.4352876,1,1,North,27,07/05/2024,2024,0.37,3,3,48.58
60.1,2,,25_24,,,,,58.7660031,23.4352876,19,2,North,23,08/05/2024,2024,0.37,3,3,48.58
60.1,2,,25_24,,,,,58.7660031,23.4352876,22,3,North,25,09/05/2024,2024,0.37,3,3,48.58
60.1,2,,25_24,,,,,58.7660031,23.4352876,8,4,North,24,11/05/2024,2024,0.37,3,3,48.58
60.1,2,,25_24,,,,,58.7660031,23.4352876,9,5,North,40,12/05/2024,2024,0.37,3,3,48.58
55.5,3,40.9,25_24,09/05/2024,03/06/2024 14:26,8,1.3855352,58.7660031,23.4352876,1,1,North,27,07/05/2024,2024,0.37,3,3,48.58
55.5,3,,25_24,,,,,58.7660031,23.4352876,19,2,North,23,08/05/2024,2024,0.37,3,3,48.58
55.5,3,,25_24,,,,,58.7660031,23.4352876,22,3,North,25,09/05/2024,2024,0.37,3,3,48.58
55.5,3,,25_24,,,,,58.7660031,23.4352876,8,4,North,24,11/05/2024,2024,0.37,3,3,48.58
55.5,3,,25_24,,,,,58.7660031,23.4352876,9,5,North,40,12/05/2024,2024,0.37,3,3,48.58
50,1,35.6,26_24,06/05/2024,02/06/2024 10:41,2.8,1.0296153,58.7660354,23.4356351,14,1,North,40,08/05/2024,2024,0.62,10,6,36.91
50,1,,26_24,,,,,58.7660354,23.4356351,12,2,North,40,09/05/2024,2024,0.62,10,6,36.91
50,1,,26_24,,,,,58.7660354,23.4356351,11,3,North,22,11/05/2024,2024,0.62,10,6,36.91
50,1,,26_24,,,,,58.7660354,23.4356351,22,4,North,35,12/05/2024,2024,0.62,10,6,36.91
50,1,,26_24,,,,,58.7660354,23.4356351,10,5,North,31,13/05/2024,2024,0.62,10,6,36.91
51.3,2,,26_24,07/05/2024,,,1.0296153,58.7660354,23.4356351,14,1,North,40,08/05/2024,2024,0.62,10,6,36.91
51.3,2,,26_24,,,,,58.7660354,23.4356351,12,2,North,40,09/05/2024,2024,0.62,10,6,36.91
51.3,2,,26_24,,,,,58.7660354,23.4356351,11,3,North,22,11/05/2024,2024,0.62,10,6,36.91
51.3,2,,26_24,,,,,58.7660354,23.4356351,22,4,North,35,12/05/2024,2024,0.62,10,6,36.91
51.3,2,,26_24,,,,,58.7660354,23.4356351,10,5,North,31,13/05/2024,2024,0.62,10,6,36.91
51.4,3,35.2,26_24,09/05/2024,03/06/2024 13:50,15.8,1.0296153,58.7660354,23.4356351,14,1,North,40,08/05/2024,2024,0.62,10,6,36.91
51.4,3,,26_24,,,,,58.7660354,23.4356351,12,2,North,40,09/05/2024,2024,0.62,10,6,36.91
51.4,3,,26_24,,,,,58.7660354,23.4356351,11,3,North,22,11/05/2024,2024,0.62,10,6,36.91
51.4,3,,26_24,,,,,58.7660354,23.4356351,22,4,North,35,12/05/2024,2024,0.62,10,6,36.91
51.4,3,,26_24,,,,,58.7660354,23.4356351,10,5,North,31,13/05/2024,2024,0.62,10,6,36.91
55.6,1,39.3,27_24,06/05/2024,01/06/2024 12:10,5.2,0.3183382,58.7663033,23.4348833,32,1,Middle,60,07/05/2024,2024,0.64,3,2,26.19
55.6,1,,27_24,,,,,58.7663033,23.4348833,15,2,Middle,52,08/05/2024,2024,0.64,3,2,26.19
55.6,1,,27_24,,,,,58.7663033,23.4348833,18,3,Middle,40,09/05/2024,2024,0.64,3,2,26.19
55.6,1,,27_24,,,,,58.7663033,23.4348833,17,4,Middle,60,11/05/2024,2024,0.64,3,2,26.19
55.6,1,,27_24,,,,,58.7663033,23.4348833,9,5,Middle,40,12/05/2024,2024,0.64,3,2,26.19
57.5,2,40.4,27_24,07/05/2024,02/06/2024 10:58,2.7,0.3183382,58.7663033,23.4348833,32,1,Middle,60,07/05/2024,2024,0.64,3,2,26.19
57.5,2,,27_24,,,,,58.7663033,23.4348833,15,2,Middle,52,08/05/2024,2024,0.64,3,2,26.19
57.5,2,,27_24,,,,,58.7663033,23.4348833,18,3,Middle,40,09/05/2024,2024,0.64,3,2,26.19
57.5,2,,27_24,,,,,58.7663033,23.4348833,17,4,Middle,60,11/05/2024,2024,0.64,3,2,26.19
57.5,2,,27_24,,,,,58.7663033,23.4348833,9,5,Middle,40,12/05/2024,2024,0.64,3,2,26.19
56.2,3,41.8,27_24,09/05/2024,03/06/2024 10:24,9.8,0.3183382,58.7663033,23.4348833,32,1,Middle,60,07/05/2024,2024,0.64,3,2,26.19
56.2,3,,27_24,,,,,58.7663033,23.4348833,15,2,Middle,52,08/05/2024,2024,0.64,3,2,26.19
56.2,3,,27_24,,,,,58.7663033,23.4348833,18,3,Middle,40,09/05/2024,2024,0.64,3,2,26.19
56.2,3,,27_24,,,,,58.7663033,23.4348833,17,4,Middle,60,11/05/2024,2024,0.64,3,2,26.19
56.2,3,,27_24,,,,,58.7663033,23.4348833,9,5,Middle,40,12/05/2024,2024,0.64,3,2,26.19
51.3,1,,28_24,06/05/2024,,,-1.4533144,58.7662783,23.4352933,29,1,Middle,60,07/05/2024,2024,0.54,7,2,28.98
51.3,1,,28_24,,,,,58.7662783,23.4352933,16,2,Middle,55,08/05/2024,2024,0.54,7,2,28.98
51.3,1,,28_24,,,,,58.7662783,23.4352933,17,3,Middle,67,09/05/2024,2024,0.54,7,2,28.98
51.3,1,,28_24,,,,,58.7662783,23.4352933,13,4,Middle,60,11/05/2024,2024,0.54,7,2,28.98
51.3,1,,28_24,,,,,58.7662783,23.4352933,14,5,Middle,39,12/05/2024,2024,0.54,7,2,28.98
51.3,2,,28_24,09/05/2024,,,-1.4533144,58.7662783,23.4352933,29,1,Middle,60,07/05/2024,2024,0.54,7,2,28.98
51.3,2,,28_24,,,,,58.7662783,23.4352933,16,2,Middle,55,08/05/2024,2024,0.54,7,2,28.98
51.3,2,,28_24,,,,,58.7662783,23.4352933,17,3,Middle,67,09/05/2024,2024,0.54,7,2,28.98
51.3,2,,28_24,,,,,58.7662783,23.4352933,13,4,Middle,60,11/05/2024,2024,0.54,7,2,28.98
51.3,2,,28_24,,,,,58.7662783,23.4352933,14,5,Middle,39,12/05/2024,2024,0.54,7,2,28.98
54.7,1,39.6,29_24,06/05/2024,03/06/2024 10:32,4.1,-0.2557732,58.766275,23.4345133,20,1,Middle,45,07/05/2024,2024,0.65,5,3,29.34
54.7,1,,29_24,,,,,58.766275,23.4345133,13,2,Middle,55,08/05/2024,2024,0.65,5,3,29.34
54.7,1,,29_24,,,,,58.766275,23.4345133,13,3,Middle,54,09/05/2024,2024,0.65,5,3,29.34
54.7,1,,29_24,,,,,58.766275,23.4345133,23,4,Middle,51,11/05/2024,2024,0.65,5,3,29.34
54.7,1,,29_24,,,,,58.766275,23.4345133,16,5,Middle,41,12/05/2024,2024,0.65,5,3,29.34
54.8,2,38.1,29_24,08/05/2024,03/06/2024 10:37,5.8,-0.2557732,58.766275,23.4345133,20,1,Middle,45,07/05/2024,2024,0.65,5,3,29.34
54.8,2,,29_24,,,,,58.766275,23.4345133,13,2,Middle,55,08/05/2024,2024,0.65,5,3,29.34
54.8,2,,29_24,,,,,58.766275,23.4345133,13,3,Middle,54,09/05/2024,2024,0.65,5,3,29.34
54.8,2,,29_24,,,,,58.766275,23.4345133,23,4,Middle,51,11/05/2024,2024,0.65,5,3,29.34
54.8,2,,29_24,,,,,58.766275,23.4345133,16,5,Middle,41,12/05/2024,2024,0.65,5,3,29.34
50.7,3,39.3,29_24,10/05/2024,04/06/2024 13:06,15.8,-0.2557732,58.766275,23.4345133,20,1,Middle,45,07/05/2024,2024,0.65,5,3,29.34
50.7,3,,29_24,,,,,58.766275,23.4345133,13,2,Middle,55,08/05/2024,2024,0.65,5,3,29.34
50.7,3,,29_24,,,,,58.766275,23.4345133,13,3,Middle,54,09/05/2024,2024,0.65,5,3,29.34
50.7,3,,29_24,,,,,58.766275,23.4345133,23,4,Middle,51,11/05/2024,2024,0.65,5,3,29.34
50.7,3,,29_24,,,,,58.766275,23.4345133,16,5,Middle,41,12/05/2024,2024,0.65,5,3,29.34
60.2,1,43.1,30_24,06/05/2024,02/06/2024 11:41,3.6,2.1794965,58.76637,23.4327633,23,1,Middle,44,08/05/2024,2024,0.63,2,1,20.38
60.2,1,,30_24,,,,,58.76637,23.4327633,42,2,Middle,45,09/05/2024,2024,0.63,2,1,20.38
60.2,1,,30_24,,,,,58.76637,23.4327633,11,3,Middle,47,11/05/2024,2024,0.63,2,1,20.38
60.2,1,,30_24,,,,,58.76637,23.4327633,0,4,Middle,40,12/05/2024,2024,0.63,2,1,20.38
60.2,1,,30_24,,,,,58.76637,23.4327633,21,5,Middle,50,13/05/2024,2024,0.63,2,1,20.38
53.9,2,39.8,30_24,08/05/2024,02/06/2024 11:42,-2.8,2.1794965,58.76637,23.4327633,23,1,Middle,44,08/05/2024,2024,0.63,2,1,20.38
53.9,2,,30_24,,,,,58.76637,23.4327633,42,2,Middle,45,09/05/2024,2024,0.63,2,1,20.38
53.9,2,,30_24,,,,,58.76637,23.4327633,11,3,Middle,47,11/05/2024,2024,0.63,2,1,20.38
53.9,2,,30_24,,,,,58.76637,23.4327633,0,4,Middle,40,12/05/2024,2024,0.63,2,1,20.38
53.9,2,,30_24,,,,,58.76637,23.4327633,21,5,Middle,50,13/05/2024,2024,0.63,2,1,20.38
51.9,3,39,30_24,10/05/2024,03/06/2024 10:56,9.2,2.1794965,58.76637,23.4327633,23,1,Middle,44,08/05/2024,2024,0.63,2,1,20.38
