nest,BLUP_25,latitude,longitude,first_egg_date,FID_m,Repetition,Zone,SD_m,Date,Time,Year,height_m,Egg1,Egg2,Egg3,Egg4,TotEgg,EggHatched,ProbaChick,HatchSucc,ClutchMass,Chick1,Chick2,Chick3,Chick4,ChickNmass,Count_Larcan_nests_Hannah
1180_25,3.159728832,58.7669451,23.4314222,09/05/2025,26,1,Middle,50,10/05/2025,13:12:41,2025,0.91624999,59.6,62.6,54.6,,3,2,1,0.666666667,176.8,,,,,0,9
1180_25,,58.7669451,23.4314222,09/05/2025,24,2,Middle,67,11/05/2025,12:56:35,2025,0.91624999,59.6,62.6,54.6,,3,2,1,0.666666667,176.8,,,,,0,9
1183_25,0.530993749,58.7662172,23.434628,09/05/2025,21,1,Middle,56,10/05/2025,12:05:24,2025,0.381249994,58.4,56.2,,,2,0,0,0,114.63,,,,,0,4
1186_25,2.492750718,58.7664053,23.4305656,09/05/2025,31,1,Leg,53,10/05/2025,13:33:25,2025,0.391874999,66,61.6,60.7,,3,3,1,1,188.3,39.9,43.5,,,83.4,2
1186_25,,58.7664053,23.4305656,09/05/2025,15,2,Leg,57,11/05/2025,13:25:30,2025,0.391874999,66,61.6,60.7,,3,3,1,1,188.3,39.9,43.5,,,83.4,2
1187_25,-10.21171321,58.7667515,23.4309578,09/05/2025,0,1,Leg,70,10/05/2025,13:31:00,2025,0.395624995,53.5,53.6,49.2,,3,3,1,1,156.3,37.9,36.9,36.2,,111,6
1187_25,,58.7667515,23.4309578,09/05/2025,9,2,Leg,44,11/05/2025,13:11:02,2025,0.395624995,53.5,53.6,49.2,,3,3,1,1,156.3,37.9,36.9,36.2,,111,6
1189_25,-3.931774248,58.7669476,23.4304222,09/05/2025,14,1,Head,32,10/05/2025,17:12:37,2025,0.394374996,53.9,55.3,53.4,,3,2,1,0.666666667,162.6,,35.5,36.7,,72.2,4
1189_25,,58.7669476,23.4304222,09/05/2025,11,2,Head,72,11/05/2025,13:42:02,2025,0.394374996,53.9,55.3,53.4,,3,2,1,0.666666667,162.6,,35.5,36.7,,72.2,4
1190_25,-6.695542437,58.7668964,23.4302758,09/05/2025,1,1,Head,36,10/05/2025,15:11:48,2025,0.676249981,51.9,51.4,53.2,,3,2,1,0.666666667,156.5,35.4,39.7,,,75.1,6
1190_25,,58.7668964,23.4302758,09/05/2025,6,2,Head,34,11/05/2025,15:36:38,2025,0.676249981,51.9,51.4,53.2,,3,2,1,0.666666667,156.5,35.4,39.7,,,75.1,6
1192_25,-4.695410501,58.7667508,23.4300031,09/05/2025,9,1,Head,43,10/05/2025,14:02:26,2025,0.571250021,49.2,49.6,49,,3,3,1,1,147.8,30.9,42.6,38.2,,111.7,10
1192_25,,58.7667508,23.4300031,09/05/2025,8,2,Head,41,11/05/2025,13:57:52,2025,0.571250021,49.2,49.6,49,,3,3,1,1,147.8,30.9,42.6,38.2,,111.7,10
1193_25,-5.075623817,58.7668012,23.4299476,09/05/2025,10,1,Head,45,10/05/2025,14:02:35,2025,0.673124969,56.3,58.3,55.1,,3,3,1,1,113.4,44.6,36.6,,,81.2,6
1193_25,,58.7668012,23.4299476,09/05/2025,7,2,Head,43,11/05/2025,14:02:11,2025,0.673124969,56.3,58.3,55.1,,3,3,1,1,113.4,44.6,36.6,,,81.2,6
1196_25,1.86728123,58.7672132,23.4293172,09/05/2025,20,1,Head,23,10/05/2025,14:54:15,2025,0.786249995,55,56.1,54.4,,3,2,1,0.666666667,110.5,,40.8,,,40.8,12
1196_25,,58.7672132,23.4293172,09/05/2025,7,2,Head,27,11/05/2025,15:10:39,2025,0.786249995,55,56.1,54.4,,3,2,1,0.666666667,110.5,,40.8,,,40.8,12
1198_25,-1.508578439,58.7671562,23.4303128,09/05/2025,12,1,Head,37,11/05/2025,15:40:58,2025,1.511250019,50.7,54.9,51.7,,3,2,1,0.666666667,157.3,34.1,35.7,,,69.8,4
1199_25,-5.12435409,58.7672619,23.4295586,09/05/2025,7,1,Head,35,10/05/2025,14:50:49,2025,0.61500001,57.5,56.4,56,,3,1,1,0.333333333,169.9,,,40.5,,40.5,9
1199_25,,58.7672619,23.4295586,09/05/2025,7,2,Head,43,11/05/2025,14:58:46,2025,0.61500001,57.5,56.4,56,,3,1,1,0.333333333,169.9,,,40.5,,40.5,9
1202_25,6.269397882,58.7672887,23.4296926,09/05/2025,29,1,Head,42,11/05/2025,14:52:51,2025,0.659375012,47,49.2,,,2,1,1,0.5,49.2,,,,,0,9
1230_25,-4.647793204,58.7657728,23.43555,10/05/2025,6,1,North,38,11/05/2025,10:39:45,2025,0.688750029,47.5,,,,1,0,0,0,47.5,,,,,0,12
1231_25,,58.7657792,23.435813,10/05/2025,,,North,,,,2025,0.596249998,57.7,57.9,,,5,0,0,0,228.7,,,,,0,7
1232_25,-0.798347207,58.7659508,23.4356496,10/05/2025,8,1,Middle,18,11/05/2025,11:31:41,2025,0.921875,56.1,55,54.6,,3,3,1,1,165.7,40.3,35.5,37.5,,113.3,8
1233_25,,58.7659632,23.4354913,10/05/2025,,,North,,,,2025,0.618749976,54.6,50,49.9,,3,1,1,0.333333333,154.5,,36.1,,,36.1,5
1234_25,-2.79373238,58.7660591,23.4357066,10/05/2025,8,1,North,32,11/05/2025,10:53:38,2025,0.358125001,54.2,51.1,55.2,,3,0,0,0,160.5,,,,,0,8
1235_25,-1.436713101,58.7662389,23.4345821,10/05/2025,13,1,Middle,40,11/05/2025,12:03:44,2025,0.524999976,54.2,,,,1,0,0,0,54.2,,,,,0,8
1241_25,,58.7662971,23.4337699,10/05/2025,,,Middle,,,,2025,0.980624974,54,,,,1,0,0,0,54,,,,,0,10
1248_25,-7.070760914,58.7662009,23.4341242,10/05/2025,6,1,Middle,55,11/05/2025,12:23:07,2025,0.407499969,50.6,49.5,46.5,,3,3,1,1,146.6,,38.3,41.3,,79.6,7
1251_25,,58.7662333,23.4343279,10/05/2025,,,Middle,,,,2025,0.514374971,56,,,,4,0,0,0,219.8,,,,,0,11
1253_25,-1.649902787,58.7663569,23.4348382,10/05/2025,14,1,Middle,45,11/05/2025,11:37:00,2025,0.373750001,51.1,50.8,53.7,,3,2,1,0.666666667,155.6,39.5,44.8,,,84.3,1
1259_25,-3.933952478,58.7666153,23.432234,10/05/2025,8,1,Middle,40,11/05/2025,12:44:17,2025,0.53125,56.1,58.7,56.1,,3,2,1,0.666666667,170.9,40.1,,,,40.1,6
1261_25,-6.286258014,58.7665841,23.4307614,10/05/2025,7,1,Leg,53,11/05/2025,13:36:43,2025,0.433124989,67.1,52.4,,,2,0,0,0,119.5,,,,,0,5
1262_25,-3.220111752,58.7665893,23.4307777,10/05/2025,10,1,Leg,42,11/05/2025,13:17:18,2025,0.464999974,63,58.1,56.1,,3,2,1,0.666666667,177.2,,,,,0,5
1263_25,,58.7670519,23.4302339,10/05/2025,,,Head,,,,2025,0.531874955,48.4,,,,1,0,0,0,48.4,,,,,0,1
1265_25,,58.7668743,23.4296885,10/05/2025,,,Head,,,,2025,0.879374981,54.6,,,,1,0,0,0,54.6,,,,,0,8
1267_25,-6.076677822,58.7669131,23.4298685,10/05/2025,0,1,Head,27,11/05/2025,14:30:23,2025,1.52125001,62.5,49.3,50.3,,3,3,1,1,162.1,36.6,36.6,33.9,,107.1,9
1268_25,-6.644381542,58.7667394,23.4299216,10/05/2025,4,1,Head,45,11/05/2025,13:52:11,2025,0.64625001,61.1,57.6,,,2,2,1,1,118.7,42.9,42.4,,,85.3,7
1269_25,-4.575927866,58.7667242,23.4299202,10/05/2025,7,1,Middle,41,11/05/2025,13:52:03,2025,0.558749974,,54.2,48.6,,3,3,1,1,102.8,34.7,38.2,34.5,,107.4,12
1277_25,9.552343324,58.7665365,23.4306177,10/05/2025,37,1,Leg,47,11/05/2025,13:36:52,2025,0.577499986,53.7,51,48.5,,3,3,1,1,153.2,36.6,34.4,37.4,,108.4,5
1278_25,1.708517488,58.7662884,23.4304425,10/05/2025,29,1,Leg,74,11/05/2025,13:25:39,2025,0.363749981,50.1,52.6,49.8,,3,3,1,1,152.5,34.8,34.6,,,69.4,0
