nest,BLUP_25,latitude,longitude,first_egg_date,FID_m,Repetition,Zone,SD_m,Date,Time,Year,height_m,Egg1,Egg2,Egg3,Egg4,TotEgg,EggHatched,ProbaChick,HatchSucc,ClutchMass,Chick1,Chick2,Chick3,Chick4,ChickNmass,Count_Larcan_nests_Hannah
29_24,,58.766275,23.4345133,06/05/2024,13,2,Middle,55,08/05/2024,11:16:00,2024,0.65,54.7,54.8,50.7,,3,3,1,1,160.2,39.6,38.1,39.3,,117,5
29_24,,58.766275,23.4345133,06/05/2024,13,3,Middle,54,09/05/2024,11:08:00,2024,0.65,54.7,54.8,50.7,,3,3,1,1,160.2,39.6,38.1,39.3,,117,5
29_24,,58.766275,23.4345133,06/05/2024,23,4,Middle,51,11/05/2024,11:20:00,2024,0.65,54.7,54.8,50.7,,3,3,1,1,160.2,39.6,38.1,39.3,,117,5
29_24,,58.766275,23.4345133,06/05/2024,16,5,Middle,41,12/05/2024,11:06:00,2024,0.65,54.7,54.8,50.7,,3,3,1,1,160.2,39.6,38.1,39.3,,117,5
30_24,3.59936871,58.76637,23.4327633,06/05/2024,23,1,Middle,44,08/05/2024,11:35:00,2024,0.63,60.2,53.9,51.9,,3,3,1,1,166,43.1,39.8,39,,121.9,2
30_24,,58.76637,23.4327633,06/05/2024,42,2,Middle,45,09/05/2024,11:23:00,2024,0.63,60.2,53.9,51.9,,3,3,1,1,166,43.1,39.8,39,,121.9,2
30_24,,58.76637,23.4327633,06/05/2024,11,3,Middle,47,11/05/2024,11:33:00,2024,0.63,60.2,53.9,51.9,,3,3,1,1,166,43.1,39.8,39,,121.9,2
30_24,,58.76637,23.4327633,06/05/2024,0,4,Middle,40,12/05/2024,11:20:00,2024,0.63,60.2,53.9,51.9,,3,3,1,1,166,43.1,39.8,39,,121.9,2
30_24,,58.76637,23.4327633,06/05/2024,21,5,Middle,50,13/05/2024,15:36:00,2024,0.63,60.2,53.9,51.9,,3,3,1,1,166,43.1,39.8,39,,121.9,2
31_24,0.793040227,58.76705,23.4295789,06/05/2024,7,1,Head,30,07/05/2024,15:12:00,2024,1.66,58.1,60.8,55.8,,3,0,0,0,174.7,,,,,0,7
31_24,,58.76705,23.4295789,06/05/2024,13,2,Head,43,08/05/2024,13:16:00,2024,1.66,58.1,60.8,55.8,,3,0,0,0,174.7,,,,,0,7
31_24,,58.76705,23.4295789,06/05/2024,9,3,Head,32,09/05/2024,12:54:00,2024,1.66,58.1,60.8,55.8,,3,0,0,0,174.7,,,,,0,7
31_24,,58.76705,23.4295789,06/05/2024,14,4,Head,42,11/05/2024,13:01:00,2024,1.66,58.1,60.8,55.8,,3,0,0,0,174.7,,,,,0,7
31_24,,58.76705,23.4295789,06/05/2024,25,5,Head,50,12/05/2024,12:34:00,2024,1.66,58.1,60.8,55.8,,3,0,0,0,174.7,,,,,0,7
31_24,,58.76705,23.4295789,06/05/2024,12,6,Head,38,13/05/2024,16:06:00,2024,1.66,58.1,60.8,55.8,,3,0,0,0,174.7,,,,,0,7
32_24,-3.555762887,58.7667683,23.4295905,06/05/2024,8,1,Head,30,07/05/2024,15:36:00,2024,0.63,57.1,60,57,,3,2,1,0.666666667,174.1,,45.6,41.6,,87.2,6
32_24,,58.7667683,23.4295905,06/05/2024,12,2,Head,67,08/05/2024,12:55:00,2024,0.63,57.1,60,57,,3,2,1,0.666666667,174.1,,45.6,41.6,,87.2,6
32_24,,58.7667683,23.4295905,06/05/2024,24,3,Head,64,09/05/2024,12:21:00,2024,0.63,57.1,60,57,,3,2,1,0.666666667,174.1,,45.6,41.6,,87.2,6
32_24,,58.7667683,23.4295905,06/05/2024,18,4,Head,61,11/05/2024,12:35:00,2024,0.63,57.1,60,57,,3,2,1,0.666666667,174.1,,45.6,41.6,,87.2,6
32_24,,58.7667683,23.4295905,06/05/2024,5,5,Head,60,12/05/2024,12:12:00,2024,0.63,57.1,60,57,,3,2,1,0.666666667,174.1,,45.6,41.6,,87.2,6
33_24,6.910310887,58.7662966,23.4333148,07/05/2024,9,1,Middle,58,08/05/2024,11:22:00,2024,0.97,53.7,57.4,56.2,,3,2,1,0.666666667,167.3,,41.1,40.8,,81.9,6
33_24,,58.7662966,23.4333148,07/05/2024,52,2,Middle,61,09/05/2024,11:13:00,2024,0.97,53.7,57.4,56.2,,3,2,1,0.666666667,167.3,,41.1,40.8,,81.9,6
33_24,,58.7662966,23.4333148,07/05/2024,7,3,Middle,52,11/05/2024,11:30:00,2024,0.97,53.7,57.4,56.2,,3,2,1,0.666666667,167.3,,41.1,40.8,,81.9,6
33_24,,58.7662966,23.4333148,07/05/2024,32,4,Middle,58,12/05/2024,11:13:00,2024,0.97,53.7,57.4,56.2,,3,2,1,0.666666667,167.3,,41.1,40.8,,81.9,6
33_24,,58.7662966,23.4333148,07/05/2024,30,5,Middle,43,13/05/2024,15:30:00,2024,0.97,53.7,57.4,56.2,,3,2,1,0.666666667,167.3,,41.1,40.8,,81.9,6
35_24,8.29493651,58.7664667,23.4324883,07/05/2024,18,1,Middle,50,08/05/2024,13:27:00,2024,0.58,62.5,61.4,59.4,,3,0,0,0,183.3,,,,,0,8
35_24,,58.7664667,23.4324883,07/05/2024,35,2,Middle,46,11/05/2024,11:36:00,2024,0.58,62.5,61.4,59.4,,3,0,0,0,183.3,,,,,0,8
35_24,,58.7664667,23.4324883,07/05/2024,26,3,Middle,40,12/05/2024,11:23:00,2024,0.58,62.5,61.4,59.4,,3,0,0,0,183.3,,,,,0,8
35_24,,58.7664667,23.4324883,07/05/2024,30,4,Middle,41,13/05/2024,15:38:00,2024,0.58,62.5,61.4,59.4,,3,0,0,0,183.3,,,,,0,8
35_24,,58.7664667,23.4324883,07/05/2024,17,5,Middle,43,14/05/2024,14:15:00,2024,0.58,62.5,61.4,59.4,,3,0,0,0,183.3,,,,,0,8
36_24,-2.521094422,58.7660805,23.4355135,07/05/2024,7,1,North,28,08/05/2024,10:38:00,2024,0.5,53.7,56.5,51.8,,3,2,1,0.666666667,162,,40.9,38.4,,79.3,7
36_24,,58.7660805,23.4355135,07/05/2024,9,2,North,28,09/05/2024,10:06:00,2024,0.5,53.7,56.5,51.8,,3,2,1,0.666666667,162,,40.9,38.4,,79.3,7
36_24,,58.7660805,23.4355135,07/05/2024,5,3,North,25,11/05/2024,10:44:00,2024,0.5,53.7,56.5,51.8,,3,2,1,0.666666667,162,,40.9,38.4,,79.3,7
36_24,,58.7660805,23.4355135,07/05/2024,11,4,North,40,12/05/2024,10:47:00,2024,0.5,53.7,56.5,51.8,,3,2,1,0.666666667,162,,40.9,38.4,,79.3,7
36_24,,58.7660805,23.4355135,07/05/2024,10,5,North,41,13/05/2024,15:13:00,2024,0.5,53.7,56.5,51.8,,3,2,1,0.666666667,162,,40.9,38.4,,79.3,7
37_24,-2.401230618,58.7658604,23.4356497,07/05/2024,15,1,North,39,08/05/2024,10:35:00,2024,0.72,51.7,51.9,46.5,,3,2,1,0.666666667,150.1,,37.1,32.2,,69.3,4
37_24,,58.7658604,23.4356497,07/05/2024,7,2,North,39,09/05/2024,10:22:00,2024,0.72,51.7,51.9,46.5,,3,2,1,0.666666667,150.1,,37.1,32.2,,69.3,4
37_24,,58.7658604,23.4356497,07/05/2024,7,3,North,25,11/05/2024,10:35:00,2024,0.72,51.7,51.9,46.5,,3,2,1,0.666666667,150.1,,37.1,32.2,,69.3,4
37_24,,58.7658604,23.4356497,07/05/2024,5,4,North,30,12/05/2024,10:45:00,2024,0.72,51.7,51.9,46.5,,3,2,1,0.666666667,150.1,,37.1,32.2,,69.3,4
37_24,,58.7658604,23.4356497,07/05/2024,13,5,North,44,13/05/2024,15:17:00,2024,0.72,51.7,51.9,46.5,,3,2,1,0.666666667,150.1,,37.1,32.2,,69.3,4
38_24,2.1222886,58.7657033,23.435105,07/05/2024,10,1,North,37,08/05/2024,10:51:00,2024,0.51,57.2,57.1,53,,3,3,1,1,167.3,39.6,35.3,40.3,,115.2,5
38_24,,58.7657033,23.435105,07/05/2024,20,2,North,47,09/05/2024,10:12:00,2024,0.51,57.2,57.1,53,,3,3,1,1,167.3,39.6,35.3,40.3,,115.2,5
38_24,,58.7657033,23.435105,07/05/2024,10,3,North,30,11/05/2024,10:25:00,2024,0.51,57.2,57.1,53,,3,3,1,1,167.3,39.6,35.3,40.3,,115.2,5
38_24,,58.7657033,23.435105,07/05/2024,8,4,North,30,12/05/2024,10:55:00,2024,0.51,57.2,57.1,53,,3,3,1,1,167.3,39.6,35.3,40.3,,115.2,5
38_24,,58.7657033,23.435105,07/05/2024,33,5,North,57,13/05/2024,15:22:00,2024,0.51,57.2,57.1,53,,3,3,1,1,167.3,39.6,35.3,40.3,,115.2,5
39_24,-1.497555505,58.7667821,23.4309445,08/05/2024,27,1,Leg,39,09/05/2024,11:42:00,2024,0.58,67.7,60.8,59.1,50.1,4,2,1,0.666666667,237.7,,43.1,,38.2,81.3,11
39_24,,58.7667821,23.4309445,08/05/2024,8,2,Leg,55,11/05/2024,11:52:00,2024,0.58,67.7,60.8,59.1,50.1,4,2,1,0.666666667,237.7,,43.1,,38.2,81.3,11
39_24,,58.7667821,23.4309445,08/05/2024,14,3,Leg,56,12/05/2024,11:29:00,2024,0.58,67.7,60.8,59.1,50.1,4,2,1,0.666666667,237.7,,43.1,,38.2,81.3,11
39_24,,58.7667821,23.4309445,08/05/2024,13,4,Leg,56,13/05/2024,15:41:00,2024,0.58,67.7,60.8,59.1,50.1,4,2,1,0.666666667,237.7,,43.1,,38.2,81.3,11
39_24,,58.7667821,23.4309445,08/05/2024,18,5,Leg,57,14/05/2024,14:18:00,2024,0.58,67.7,60.8,59.1,50.1,4,2,1,0.666666667,237.7,,43.1,,38.2,81.3,11
41_24,-3.377356343,58.7668145,23.4300414,08/05/2024,15,1,Head,65,09/05/2024,12:19:00,2024,0.61,49,54.7,48.8,,3,3,1,1,152.5,36.1,38.7,33.4,,108.2,8
41_24,,58.7668145,23.4300414,08/05/2024,12,2,Head,43,11/05/2024,12:21:00,2024,0.61,49,54.7,48.8,,3,3,1,1,152.5,36.1,38.7,33.4,,108.2,8
41_24,,58.7668145,23.4300414,08/05/2024,20,3,Head,60,12/05/2024,12:01:00,2024,0.61,49,54.7,48.8,,3,3,1,1,152.5,36.1,38.7,33.4,,108.2,8
41_24,,58.7668145,23.4300414,08/05/2024,12,4,Head,42,13/05/2024,16:25:00,2024,0.61,49,54.7,48.8,,3,3,1,1,152.5,36.1,38.7,33.4,,108.2,8
41_24,,58.7668145,23.4300414,08/05/2024,12,5,Head,61,14/05/2024,14:31:00,2024,0.61,49,54.7,48.8,,3,3,1,1,152.5,36.1,38.7,33.4,,108.2,8
42_24,-4.094933765,58.7671586,23.4294907,08/05/2024,8,1,Head,59,09/05/2024,12:48:00,2024,1.76,56.3,54.5,,,2,0,0,0,110.8,,,,,0,2
42_24,,58.7671586,23.4294907,08/05/2024,7,2,Head,47,11/05/2024,13:08:00,2024,1.76,56.3,54.5,,,2,0,0,0,110.8,,,,,0,2
42_24,,58.7671586,23.4294907,08/05/2024,12,3,Head,42,12/05/2024,12:42:00,2024,1.76,56.3,54.5,,,2,0,0,0,110.8,,,,,0,2
42_24,,58.7671586,23.4294907,08/05/2024,15,4,Head,31,13/05/2024,16:09:00,2024,1.76,56.3,54.5,,,2,0,0,0,110.8,,,,,0,2
42_24,,58.7671586,23.4294907,08/05/2024,7,5,Head,30,14/05/2024,15:05:00,2024,1.76,56.3,54.5,,,2,0,0,0,110.8,,,,,0,2
43_24,1.572455014,58.766791,23.4302579,08/05/2024,23,1,Head,63,09/05/2024,12:14:00,2024,0.52,50.5,51.8,47.6,,3,2,1,0.666666667,149.9,,37.6,32.9,,70.5,7
43_24,,58.766791,23.4302579,08/05/2024,19,2,Head,56,11/05/2024,12:19:00,2024,0.52,50.5,51.8,47.6,,3,2,1,0.666666667,149.9,,37.6,32.9,,70.5,7
43_24,,58.766791,23.4302579,08/05/2024,15,3,Head,50,12/05/2024,12:04:00,2024,0.52,50.5,51.8,47.6,,3,2,1,0.666666667,149.9,,37.6,32.9,,70.5,7
43_24,,58.766791,23.4302579,08/05/2024,15,4,Head,36,13/05/2024,16:19:00,2024,0.52,50.5,51.8,47.6,,3,2,1,0.666666667,149.9,,37.6,32.9,,70.5,7
43_24,,58.766791,23.4302579,08/05/2024,25,5,Head,53,14/05/2024,14:34:00,2024,0.52,50.5,51.8,47.6,,3,2,1,0.666666667,149.9,,37.6,32.9,,70.5,7
44_24,-1.617419309,58.7667379,23.4298999,08/05/2024,22,1,Head,52,09/05/2024,12:11:00,2024,0.56,59.8,59.9,55.8,,3,3,1,1,175.5,41.8,44.6,37.9,,124.3,5
44_24,,58.7667379,23.4298999,08/05/2024,9,2,Head,43,11/05/2024,12:24:00,2024,0.56,59.8,59.9,55.8,,3,3,1,1,175.5,41.8,44.6,37.9,,124.3,5
44_24,,58.7667379,23.4298999,08/05/2024,22,3,Head,60,12/05/2024,11:58:00,2024,0.56,59.8,59.9,55.8,,3,3,1,1,175.5,41.8,44.6,37.9,,124.3,5
44_24,,58.7667379,23.4298999,08/05/2024,15,4,Head,47,13/05/2024,16:21:00,2024,0.56,59.8,59.9,55.8,,3,3,1,1,175.5,41.8,44.6,37.9,,124.3,5
44_24,,58.7667379,23.4298999,08/05/2024,7,5,Head,46,14/05/2024,14:28:00,2024,0.56,59.8,59.9,55.8,,3,3,1,1,175.5,41.8,44.6,37.9,,124.3,5
45_24,3.422664186,58.7672617,23.4301033,08/05/2024,31,1,Head,43,09/05/2024,12:56:00,2024,1.57,49.5,52.4,48.7,,3,3,1,1,150.6,34.6,36.3,34.6,,105.5,2
45_24,,58.7672617,23.4301033,08/05/2024,9,2,Head,30,11/05/2024,13:03:00,2024,1.57,49.5,52.4,48.7,,3,3,1,1,150.6,34.6,36.3,34.6,,105.5,2
45_24,,58.7672617,23.4301033,08/05/2024,10,3,Head,25,12/05/2024,12:37:00,2024,1.57,49.5,52.4,48.7,,3,3,1,1,150.6,34.6,36.3,34.6,,105.5,2
45_24,,58.7672617,23.4301033,08/05/2024,19,4,Head,25,13/05/2024,16:04:00,2024,1.57,49.5,52.4,48.7,,3,3,1,1,150.6,34.6,36.3,34.6,,105.5,2
45_24,,58.7672617,23.4301033,08/05/2024,8,5,Head,26,14/05/2024,15:03:00,2024,1.57,49.5,52.4,48.7,,3,3,1,1,150.6,34.6,36.3,34.6,,105.5,2
46_24,-0.721369853,58.7671833,23.4305783,09/05/2024,8,1,Head,42,11/05/2024,12:43:00,2024,1.18,55.5,53,48.7,,3,3,1,1,157.2,39.8,36.5,33.8,,110.1,7
46_24,,58.7671833,23.4305783,09/05/2024,17,2,Head,42,12/05/2024,12:21:00,2024,1.18,55.5,53,48.7,,3,3,1,1,157.2,39.8,36.5,33.8,,110.1,7
46_24,,58.7671833,23.4305783,09/05/2024,20,3,Head,42,13/05/2024,15:50:00,2024,1.18,55.5,53,48.7,,3,3,1,1,157.2,39.8,36.5,33.8,,110.1,7
46_24,,58.7671833,23.4305783,09/05/2024,18,4,Head,40,14/05/2024,14:52:00,2024,1.18,55.5,53,48.7,,3,3,1,1,157.2,39.8,36.5,33.8,,110.1,7
46_24,,58.7671833,23.4305783,09/05/2024,7,5,Head,35,15/05/2024,11:26:00,2024,1.18,55.5,53,48.7,,3,3,1,1,157.2,39.8,36.5,33.8,,110.1,7
47_24,-7.625709783,58.7671667,23.4304961,09/05/2024,6,1,Head,33,11/05/2024,12:46:00,2024,1.56,51.4,59.7,,,2,2,1,0.666666667,111.1,45.3,43.3,,,88.6,4
47_24,,58.7671667,23.4304961,09/05/2024,1,2,Head,35,12/05/2024,12:24:00,2024,1.56,51.4,59.7,,,2,2,1,0.666666667,111.1,45.3,43.3,,,88.6,4
47_24,,58.7671667,23.4304961,09/05/2024,0,3,Head,35,13/05/2024,15:55:00,2024,1.56,51.4,59.7,,,2,2,1,0.666666667,111.1,45.3,43.3,,,88.6,4
47_24,,58.7671667,23.4304961,09/05/2024,7,4,Head,34,14/05/2024,14:54:00,2024,1.56,51.4,59.7,,,2,2,1,0.666666667,111.1,45.3,43.3,,,88.6,4
47_24,,58.7671667,23.4304961,09/05/2024,4,5,Head,27,15/05/2024,11:35:00,2024,1.56,51.4,59.7,,,2,2,1,0.666666667,111.1,45.3,43.3,,,88.6,4
48_24,-1.892021627,58.767105,23.4302833,09/05/2024,8,1,Head,25,11/05/2024,12:49:00,2024,1,56.9,58,52.9,,3,2,1,0.666666667,167.8,,41.6,39.1,,80.7,3
48_24,,58.767105,23.4302833,09/05/2024,1,2,Head,25,12/05/2024,12:29:00,2024,1,56.9,58,52.9,,3,2,1,0.666666667,167.8,,41.6,39.1,,80.7,3
48_24,,58.767105,23.4302833,09/05/2024,13,3,Head,26,13/05/2024,15:59:00,2024,1,56.9,58,52.9,,3,2,1,0.666666667,167.8,,41.6,39.1,,80.7,3
48_24,,58.767105,23.4302833,09/05/2024,10,4,Head,25,14/05/2024,14:56:00,2024,1,56.9,58,52.9,,3,2,1,0.666666667,167.8,,41.6,39.1,,80.7,3
48_24,,58.767105,23.4302833,09/05/2024,9,5,Head,23,15/05/2024,11:37:00,2024,1,56.9,58,52.9,,3,2,1,0.666666667,167.8,,41.6,39.1,,80.7,3
49_24,3.273945927,58.7671033,23.430205,09/05/2024,12,1,Head,30,11/05/2024,13:10:00,2024,0.46,53.4,55.7,,,2,2,1,0.666666667,109.1,37.1,40.2,,,77.3,3
49_24,,58.7671033,23.430205,09/05/2024,21,2,Head,28,12/05/2024,12:27:00,2024,0.46,53.4,55.7,,,2,2,1,0.666666667,109.1,37.1,40.2,,,77.3,3
49_24,,58.7671033,23.430205,09/05/2024,14,3,Head,31,13/05/2024,16:01:00,2024,0.46,53.4,55.7,,,2,2,1,0.666666667,109.1,37.1,40.2,,,77.3,3
49_24,,58.7671033,23.430205,09/05/2024,18,4,Head,26,14/05/2024,14:58:00,2024,0.46,53.4,55.7,,,2,2,1,0.666666667,109.1,37.1,40.2,,,77.3,3
49_24,,58.7671033,23.430205,09/05/2024,13,5,Head,30,15/05/2024,11:40:00,2024,0.46,53.4,55.7,,,2,2,1,0.666666667,109.1,37.1,40.2,,,77.3,3
50_24,8.040002205,58.7664412,23.4305676,09/05/2024,12,1,Leg,41,11/05/2024,11:55:00,2024,0.55,61.5,60.1,54.5,,3,3,1,1,176.1,41.9,44.2,37.8,,123.9,3
50_24,,58.7664412,23.4305676,09/05/2024,20,2,Leg,40,12/05/2024,11:34:00,2024,0.55,61.5,60.1,54.5,,3,3,1,1,176.1,41.9,44.2,37.8,,123.9,3
50_24,,58.7664412,23.4305676,09/05/2024,20,3,Leg,49,13/05/2024,15:44:00,2024,0.55,61.5,60.1,54.5,,3,3,1,1,176.1,41.9,44.2,37.8,,123.9,3
50_24,,58.7664412,23.4305676,09/05/2024,27,4,Leg,54,14/05/2024,14:21:00,2024,0.55,61.5,60.1,54.5,,3,3,1,1,176.1,41.9,44.2,37.8,,123.9,3
50_24,,58.7664412,23.4305676,09/05/2024,57,5,Leg,64,15/05/2024,11:19:00,2024,0.55,61.5,60.1,54.5,,3,3,1,1,176.1,41.9,44.2,37.8,,123.9,3
3400_24,2.277989633,58.7663884,23.4304992,08/05/2024,13,1,Leg,65,09/05/2024,11:48:00,2024,0.52,51.2,49.1,,,2,0,0,0,100.3,,,,,0,2
3400_24,,58.7663884,23.4304992,08/05/2024,36,2,Leg,56,11/05/2024,12:05:00,2024,0.52,51.2,49.1,,,2,0,0,0,100.3,,,,,0,2
33_23,-2.598529762,58.7669972,23.429271,09/05/2023,12,1,Head,18,19/05/2023,15:22:00,2023,0.81,57.2,,49.1,,2,2,1,0.666666667,106.3,40.7,,37.2,,77.9,12
33_23,,58.7669972,23.429271,09/05/2023,12,2,Head,35,20/05/2023,13:19:00,2023,0.81,57.2,,49.1,,2,2,1,0.666666667,106.3,40.7,,37.2,,77.9,12
33_23,,58.7669972,23.429271,09/05/2023,16,3,Head,28,21/05/2023,10:46:00,2023,0.81,57.2,,49.1,,2,2,1,0.666666667,106.3,40.7,,37.2,,77.9,12
33_23,,58.7669972,23.429271,09/05/2023,13,4,Head,28,22/05/2023,14:56:00,2023,0.81,57.2,,49.1,,2,2,1,0.666666667,106.3,40.7,,37.2,,77.9,12
33_23,,58.7669972,23.429271,09/05/2023,8,5,Head,22,23/05/2023,11:56:00,2023,0.81,57.2,,49.1,,2,2,1,0.666666667,106.3,40.7,,37.2,,77.9,12
33_23,,58.7669972,23.429271,09/05/2023,7,6,Head,24,24/05/2023,11:34:00,2023,0.81,57.2,,49.1,,2,2,1,0.666666667,106.3,40.7,,37.2,,77.9,12
33_23,,58.7669972,23.429271,09/05/2023,4,7,Head,21,25/05/2023,12:39:00,2023,0.81,57.2,,49.1,,2,2,1,0.666666667,106.3,40.7,,37.2,,77.9,12
33_23,,58.7669972,23.429271,09/05/2023,6,8,Head,18,26/05/2023,11:59:00,2023,0.81,57.2,,49.1,,2,2,1,0.666666667,106.3,40.7,,37.2,,77.9,12
38_23,9.323420823,58.7668294,23.430331,09/05/2023,20,1,Head,35,19/05/2023,14:14:00,2023,0.46,57.4,52.9,51.7,,3,2,1,0.666666667,162,39.1,39.1,,,78.2,3
38_23,,58.7668294,23.430331,09/05/2023,39,2,Head,39,20/05/2023,13:04:00,2023,0.46,57.4,52.9,51.7,,3,2,1,0.666666667,162,39.1,39.1,,,78.2,3
38_23,,58.7668294,23.430331,09/05/2023,22,3,Head,42,21/05/2023,10:53:00,2023,0.46,57.4,52.9,51.7,,3,2,1,0.666666667,162,39.1,39.1,,,78.2,3
38_23,,58.7668294,23.430331,09/05/2023,30,4,Head,39,22/05/2023,14:50:00,2023,0.46,57.4,52.9,51.7,,3,2,1,0.666666667,162,39.1,39.1,,,78.2,3
38_23,,58.7668294,23.430331,09/05/2023,30,5,Head,40,23/05/2023,11:39:00,2023,0.46,57.4,52.9,51.7,,3,2,1,0.666666667,162,39.1,39.1,,,78.2,3
38_23,,58.7668294,23.430331,09/05/2023,28,6,Head,38,24/05/2023,11:56:00,2023,0.46,57.4,52.9,51.7,,3,2,1,0.666666667,162,39.1,39.1,,,78.2,3
38_23,,58.7668294,23.430331,09/05/2023,28,7,Head,36,25/05/2023,12:28:00,2023,0.46,57.4,52.9,51.7,,3,2,1,0.666666667,162,39.1,39.1,,,78.2,3
38_23,,58.7668294,23.430331,09/05/2023,20,8,Head,36,26/05/2023,11:37:00,2023,0.46,57.4,52.9,51.7,,3,2,1,0.666666667,162,39.1,39.1,,,78.2,3
50_23,-3.194138658,58.7671247,23.4306953,08/05/2023,9,1,Head,33,19/05/2023,14:56:00,2023,1.29,52,50,46.7,,3,3,1,1,148.7,37.5,36,33.2,,106.7,4
50_23,,58.7671247,23.4306953,08/05/2023,9,2,Head,21,21/05/2023,15:33:00,2023,1.29,52,50,46.7,,3,3,1,1,148.7,37.5,36,33.2,,106.7,4
50_23,,58.7671247,23.4306953,08/05/2023,12,3,Head,27,21/05/2023,11:11:00,2023,1.29,52,50,46.7,,3,3,1,1,148.7,37.5,36,33.2,,106.7,4
50_23,,58.7671247,23.4306953,08/05/2023,7,4,Head,28,22/05/2023,15:28:00,2023,1.29,52,50,46.7,,3,3,1,1,148.7,37.5,36,33.2,,106.7,4
50_23,,58.7671247,23.4306953,08/05/2023,11,5,Head,22,23/05/2023,12:40:00,2023,1.29,52,50,46.7,,3,3,1,1,148.7,37.5,36,33.2,,106.7,4
50_23,,58.7671247,23.4306953,08/05/2023,7,6,Head,22,24/05/2023,11:54:00,2023,1.29,52,50,46.7,,3,3,1,1,148.7,37.5,36,33.2,,106.7,4
50_23,,58.7671247,23.4306953,08/05/2023,10,7,Head,22,25/05/2023,12:57:00,2023,1.29,52,50,46.7,,3,3,1,1,148.7,37.5,36,33.2,,106.7,4
50_23,,58.7671247,23.4306953,08/05/2023,9,8,Head,22,26/05/2023,12:27:00,2023,1.29,52,50,46.7,,3,3,1,1,148.7,37.5,36,33.2,,106.7,4
54_23,3.996482981,58.766355,23.4347807,08/05/2023,26,1,Middle,30,19/05/2023,16:15:00,2023,0.79,61.5,55.9,52.5,,3,2,1,0.666666667,169.9,40.4,41.7,,,82.1,6
54_23,,58.766355,23.4347807,08/05/2023,14,2,Middle,36,21/05/2023,14:24:00,2023,0.79,61.5,55.9,52.5,,3,2,1,0.666666667,169.9,40.4,41.7,,,82.1,6
54_23,,58.766355,23.4347807,08/05/2023,3,3,Middle,40,21/05/2023,12:08:00,2023,0.79,61.5,55.9,52.5,,3,2,1,0.666666667,169.9,40.4,41.7,,,82.1,6
54_23,,58.766355,23.4347807,08/05/2023,22,4,Middle,24,22/05/2023,13:35:00,2023,0.79,61.5,55.9,52.5,,3,2,1,0.666666667,169.9,40.4,41.7,,,82.1,6
54_23,,58.766355,23.4347807,08/05/2023,24,5,Middle,31,23/05/2023,13:20:00,2023,0.79,61.5,55.9,52.5,,3,2,1,0.666666667,169.9,40.4,41.7,,,82.1,6
54_23,,58.766355,23.4347807,08/05/2023,24,6,Middle,32,24/05/2023,10:19:00,2023,0.79,61.5,55.9,52.5,,3,2,1,0.666666667,169.9,40.4,41.7,,,82.1,6
54_23,,58.766355,23.4347807,08/05/2023,20,7,Middle,32,25/05/2023,11:17:00,2023,0.79,61.5,55.9,52.5,,3,2,1,0.666666667,169.9,40.4,41.7,,,82.1,6
54_23,,58.766355,23.4347807,08/05/2023,20,8,Middle,22,26/05/2023,13:04:00,2023,0.79,61.5,55.9,52.5,,3,2,1,0.666666667,169.9,40.4,41.7,,,82.1,6
71_23,6.981282423,58.7662625,23.4334408,08/05/2023,21,1,Middle,24,19/05/2023,15:49:00,2023,0.8,51.7,52.1,50,,3,3,1,1,153.8,37.4,36.8,36.8,,111,5
71_23,,58.7662625,23.4334408,08/05/2023,23,2,Middle,34,19/05/2023,15:56:00,2023,0.8,51.7,52.1,50,,3,3,1,1,153.8,37.4,36.8,36.8,,111,5
71_23,,58.7662625,23.4334408,08/05/2023,26,3,Middle,43,21/05/2023,14:46:00,2023,0.8,51.7,52.1,50,,3,3,1,1,153.8,37.4,36.8,36.8,,111,5
71_23,,58.7662625,23.4334408,08/05/2023,31,4,Middle,31,21/05/2023,12:14:00,2023,0.8,51.7,52.1,50,,3,3,1,1,153.8,37.4,36.8,36.8,,111,5
71_23,,58.7662625,23.4334408,08/05/2023,25,5,Middle,33,22/05/2023,13:21:00,2023,0.8,51.7,52.1,50,,3,3,1,1,153.8,37.4,36.8,36.8,,111,5
71_23,,58.7662625,23.4334408,08/05/2023,23,6,Middle,39,23/05/2023,13:05:00,2023,0.8,51.7,52.1,50,,3,3,1,1,153.8,37.4,36.8,36.8,,111,5
71_23,,58.7662625,23.4334408,08/05/2023,22,7,Middle,39,24/05/2023,10:35:00,2023,0.8,51.7,52.1,50,,3,3,1,1,153.8,37.4,36.8,36.8,,111,5
71_23,,58.7662625,23.4334408,08/05/2023,23,8,Middle,34,25/05/2023,11:33:00,2023,0.8,51.7,52.1,50,,3,3,1,1,153.8,37.4,36.8,36.8,,111,5
71_23,,58.7662625,23.4334408,08/05/2023,7,9,Middle,26,26/05/2023,12:52:00,2023,0.8,51.7,52.1,50,,3,3,1,1,153.8,37.4,36.8,36.8,,111,5
76_23,3.680820916,58.7666848,23.4319574,08/05/2023,28,1,Middle,34,19/05/2023,15:30:00,2023,0.59,59.1,56.3,47.3,,3,3,1,1,162.7,39.9,39.4,33.1,,112.4,10
76_23,,58.7666848,23.4319574,08/05/2023,41,2,Middle,49,21/05/2023,15:03:00,2023,0.59,59.1,56.3,47.3,,3,3,1,1,162.7,39.9,39.4,33.1,,112.4,10
